Artist,Song Name,Author of Custom (CLICK HERE TO FIND THE FILES)
Between the Buried and Me ,Territory [Sepultura] ,SoundHaven
Between the Buried and Me ,The Day I Tried to Live [Soundgarden] ,SoundHaven
Between the Buried and Me ,The Tank [The Dear Hunter] ,SoundHaven
Between the Buried and Me ,Three of a Perfect Pair [King Crimson] ,SoundHaven
Between the Buried and Me ,Us and Them [Pink Floyd] ,SoundHaven
Between the Buried and Me ,Vertical Beta 461/Boot Dagger Boogie ,SoundHaven
Beyond Creation,Injustice Revealed,Xane60
Beyond Creation,Omnipresent Perception,Xane60
Beyond Creation,The Deported,Xane60
Beyond Creation,Surface's Echoes,Xane60
Beyond Creation,The Afterlife,Xane60
Beyond Creation ,Chromatic Horizon,Xane60
Beyond Creation ,Social Disability,Xane60
Big Big Train,Haymaking (Nick D'Virgilio Drum Playthrough),Xane60
Bill Bruford's Earthworks,Footloose and Fancy Free,Onyxite
Billy Cobham,Searching for the Right Door,Onyxite
Billy Cobham,Quadrant 4,Onyxite
Billy Cobham,Taurian Matador,Onyxite
Billy Cobham,Stratus,Onyxite
Black Crown Initiate,Matriarch,SoundHaven
Black Crown Initiate,Shapes Collapse,SoundHaven
Black Crown Initiate,Withering Waves,SoundHaven
Black Crown Initiate,Belie The Machine,Xane60
Black Crown Initiate,Ghost She Sends,Xane60
Black Crown Initiate,Song Of The Crippled Bull (EP),Xane60
Black Crown Initiate,Song Of The Crippled Bull ,Xane60
Black Crown Initiate,Stench of The Iron Age,Xane60
Black Crown Initiate,The Mountain Top,Xane60
Black Crown Initiate,Transmit To Disconnect,Xane60
Black Crown Initiate,Again,Xane60
Black Crown Initiate,A Great Mistake,Xane60
Black Crown Initiate ,Selves We Cannot Forgive,Xane60
Black Crown Initiate ,The Mountain Top [Jeff Willet Drum Playthrough],Xane60
Black Crown Initiate ,The Malignant,Xane60
Black Crown Initiate ,For Red Cloud,SoundHaven
Blasphtized,John The Blasphtist,Xane60
Blind Guardian,Mirror Mirror,Xane60
Blind Witness,For Life,Inventor211 
Blind Witness,All Alone,Inventor211 
Blotted Science,Cretaceous Chasm,Confury
Blotted Science,Vermicular Asphyxiation,Confury
Blotted Science,Ingesting Blattaria,Confury
Blotted Science,A Sting Operation,Confury
Boo,Cake By The Ocean [DNCE],Boo
Boo,"Tell Me, Tell Me... Baby [*NSYNC]",Boo
Born Of Osiris,Regenerate,SoundHaven
Born Of Osiris,Bow Down,Xane60
Brain Drill,Domain Of Ruin,Xane60
Brain Drill,Quantum Catastrophe,Xane60
Brand Of Sacrifice ,Eclipse (James Knoerl Drum Playthrough),TheCourtofAPorcupine 
Brand Of Sacrifice ,Eclipse,Moochalacho
Brandon Burkhalter,Sapphire [Fallujah],SoundHaven
Brandon Burkhalter,One More Night [Maroon 5],SoundHaven
Brandon Burkhalter,Burn [Ellie Goulding],SoundHaven
Brandon Burkhalter,Zero [Periphery],SoundHaven
Brandon Burkhalter,The Saw Is The Law [Whitechapel],SoundHaven
Brandon Burkhalter,Latch [Disclosure] ,SoundHaven
Brandon Burkhalter,Someday,Xane60
Brandon Burkhalter,Prog Rock Jam Session,SoundHaven
Brandon Burkhalter ,Emerald (feat. Peter Oliveira),SoundHaven
Breakbot,Baby I'm Yours (ft.Irfrane),JameosHD
Breaking Wheel ,Shoulder to the Plow,Onyxite
Bruno Valverde,Focus (Bruno Valverde Drum Playthrough) ,Xane60
Bruno Valverde,Dog Boots (Planet X) ,Xane60
Brymir,For Those Who Died,Xane60
Bulb,Fuf 1.5,SoundHaven
Bulb ,So Sweet,SoundHaven
Bullet for My Valentine,Waking The Demon,Grinnz
Burning The Masses,Tsar Bomb,Xane60
Calvin Rodgers,Yeezy For President,Xane60
Cannibal Corpse,Hammer Smashed Face,Grinnz
Car Bomb,[Bra-C-ket],SoundHaven
Car Bomb,Antipatterns,SoundHaven
Car Bomb,Black Blood,SoundHaven
Car Bomb,Blackened Battery,SoundHaven
Car Bomb,Cielo Drive,SoundHaven
Car Bomb,Solid Grey,SoundHaven
Car Bomb,Constant Sleep,SoundHaven
Car Bomb,Crud,SoundHaven
Car Bomb,Dissect Yourself,SoundHaven
Car Bomb,Eyecide,SoundHaven
Car Bomb,Finish It,SoundHaven
Car Bomb,From The Dust Of This Planet,SoundHaven
Car Bomb,Garrucha,SoundHaven
Car Bomb,Gratitude,SoundHaven
Car Bomb,HeLa,SoundHaven
Car Bomb,Lights Out,SoundHaven
Car Bomb,Lower The Blade,SoundHaven
Car Bomb,Mordial,SoundHaven
Car Bomb,Mordial (Full Album),SoundHaven
Car Bomb,Naked Fuse,SoundHaven
Car Bomb,Nonagon,SoundHaven
Car Bomb,Pieces of You,SoundHaven
Car Bomb,Recursive Patterns,SoundHaven
Car Bomb,Scattered Sprites,SoundHaven
Car Bomb,Secrets Within,SoundHaven
Car Bomb,Sets,SoundHaven
Car Bomb,Spirit Of Poison,SoundHaven
Car Bomb,Start/Fade Out,SoundHaven
Car Bomb,The Seconds,SoundHaven
Car Bomb,The Sentinel,SoundHaven
Car Bomb,Auto-named,SoundHaven
Car Bomb,Third Revelation,SoundHaven
Car Bomb,This Will Do The Job,SoundHaven
Car Bomb,Vague Skies,SoundHaven
Car Bomb,Magic Bullet,SoundHaven
Car Bomb,His Eyes,SoundHaven
Car Bomb,Cellophane Stiletto,SoundHaven
Car Bomb ,Xoxoy,SoundHaven
Car Bomb ,The Oppressor,SoundHaven
Car Bomb ,Rid,SoundHaven
Car Bomb ,M^6 ,SoundHaven
Carach Angren,Charles Francis Coghlan,Xane60
Carcass ,Kelly's Meat Emporium (Daniel Wilding Drum Playthrough),YaBoiBenimaru
Carcass ,Torn Arteries (Daniel Wilding Drum Playthrough),YaBoiBenimaru
Carcass ,The Scythe's Remorseless Swing (Daniel Wilding Drum Playthrough),YaBoiBenimaru
Carnifex,Hatred and Slaughter,SoundHaven
Carnifex,No Light Shall Save Us (feat. Alissa White-Gluz),SoundHaven
Carnifex,Until I Feel Nothing,SoundHaven
Cartoon Theory,Wizardry Mind (Feat. Travis Orbin) ,SoundHaven
Casey Cooper (COOP3RDRUMM3R),World's Biggest Online Drum Collab 2019,SoundHaven
Casiopea ,Asayake,Onyxite
Cat Company,Sad Dance,Boo
Cattle Decapitation,Kingdom Of Tyrants,Xane60
Cattle Decapitation,Gristle Licker,Xane60
Cattle Decapitation,Not Suitable For Life,Xane60
Cattle Decapitation,Lifestalker,Xane60
Cattle Decapitation,Be Still Our Bleeding Hearts,Xane60
Cattle Decapitation,Time's Cruel Curtain,Xane60
Cattle Decapitation,With All Disrespect,Xane60
Cattle Decapitation,Absolute Destitute,Xane60
Cattle Decapitation,Vulturous,Xane60
Cattle Decapitation,Death Atlas,Xane60
Cattle Decapitation,The Geocide,Xane60
Cattle Decapitation,Finish Them,Xane60
Cattle Decapitation,Apex Blasphemy,Xane60
Cattle Decapitation,An Extreme Indifference To Human Life,Xane60
Cattle Decapitation,Manufactured Exctinct ,Xane60
Cattle Decapitation,The Prophets Of Loss,Xane60
Cattle Decapitation ,Mammals In Babylon,Xane60
Cattle Decapitation ,Forced Gender Reassignment,Xane60
Cattle Decapitation ,One Day Closer To The End Of The World,Xane60
Cattle Decapitation ,Do Not Resuscitate,Xane60
Cattle Decapitation ,Your Disposal ,Xane60
Cattle Decapitation ,The Carbon Stampede,Xane60
Cattle Decapitation ,An Exposition Of Insides,Xane60
Cattle Decapitation ,Bring Back The Plague,Xane60
Cattle Decapitation ,Dead Set On Suicide,Xane60
Cattle Decapitation ,"A Living, Breathing Piece Of Defecating Meat",Xane60
Cattle Decapitation ,Projectile Ovulation ,Xane60
Cerebral Bore,The Bald Cadaver,MikeCaputoDrums
Chad Smith's Bombastic Meatbats,Need Strange,Onyxite
Chaotrope,Ascendant,Chaotrope 
Chaotrope ,The End of Forever,Chaotrope 
Chaotrope ,The Pursuit of Happiness,Chaotrope 
Chaotrope ,The Thief in the Night - Part I (2021 Remaster),Chaotrope 
Chaotrope ,Yuugen,Chaotrope 
Chaotrope ,The Thief in the Night - Part II (2021 Remaster),Chaotrope 
Chaotrope ,Amelioration,Chaotrope 
Chelsea Grin,My Damnation,SoundHaven
Chick Corea Elektric Band ,Got A Match?,Onyxite
Children of Bodom ,Are You Dead Yet?,Grinnz
Children of Bodom ,"Done With Everything, Die for Nothing ",Inventor211 
Children of Bodom ,If You Want Peace... Prepare For War ,Inventor211 
Children of Bodom ,Living Dead Beat ,Inventor211 
Children of Bodom ,Downfall ,Inventor211 
Children of Bodom ,Blooddrunk ,Inventor211 
Children of Bodom ,Needled 24/7,Inventor211
Children Of Nova,The Complexity Of Light,Onyxite
Children Of Nova,The Order,Xane60
Children Of Nova ,Moments Of Clarity,Xane60
Children Of Nova ,The Fall Of Aphonia,Xane60
Children Of Nova ,Arcaedion,Xane60
Children Of Nova ,Second Sight Blackout,Xane60
Children Of Nova ,We Collide,Xane60
Chimp Spanner ,Mimic,Confury
Chimp Spanner ,Tombstone City,Confury
Chimp Spanner ,Bad Code,Confury
Chimp Spanner ,Harvey Wallbanger,Confury
Chimp Spanner ,Korruptor ,Confury
Chiodos,Caves,Boo
Chiodos ,"Those Who Slay Together, Stay Together",Boo
Chiodos ,Hey Zeus! the Dungeon ,Boo
Chiodos ,Love Is a Cat From Hell,Boo
CHON,Sleepy Tea,SoundHaven
CHON,Petal,SoundHaven
CHON,Pitch Dark,SoundHaven
CHON,Peace,SoundHaven
CHON,No Signal,SoundHaven
CHON,Book,Onyxite
CHON ,Waterslide,SoundHaven
CHON ,Checkpoint,SoundHaven
CHON ,Perfect Pillow,Onyxite
CHON ,Book (feat. Matt Garstka),Onyxite
CHON ,Fall,Onyxite
CHON ,But (feat. Matt Garstka),Onyxite
CHON ,The Space,Onyxite
CHON ,Here and There,Onyxite
CHON ,Continue?,Onyxite
Chris Coleman,Set The Tone (Evans Drumheads Performance),SoundHaven
Chris Turner,40 Roll,SoundHaven
Chris Turner ,Triggered (feat. Thomas Lang),SoundHaven
Christian Muenzner ,Victory,Xane60
clipping.,Story 2,Xane60
Clown Core,Toilet (EP),SoundHaven
Clown Core,Hell,Xane60
Cobus Potgieter,Burn [Ellie Goulding],Confury
Cobus Potgieter,TiK ToK [Ke$ha],Confury
Cobus Potgieter,Try It Out [Skrillex],Confury
Cognitive ,To Feed the Worms,LillianOfficial
Cognizance,An Existenial Battle (David Diepold Drum Playthrough) ,SoundHaven
Cognizance,Aeon Sickness (David Diepold Drum Playthrough),SoundHaven
Coheed and Cambria,Guns Of Summer ,Onyxite
Coheed And Cambria ,The Broken,Xane60
Coheed And Cambria ,Here We Are Juggernaut,Xane60
Conducting From The Grave,"The Skies Are Blackened, Not By Clouds ... But Insects",Xane60
Confury ,Future Nostalgia [Dua Lipa],Confury 
Conquering Dystopia,Ashes Of Lesser Men,Confury
Conquering Dystopia,Autarch,Confury
Conquering Dystopia,Destroyer Of Dreams,Confury
Conquering Dystopia,Inexhaustible Savagery,Confury
Conquering Dystopia,Kufra At Dusk,Confury
Conquering Dystopia,Nuclear Justice,Confury
Conquering Dystopia,Prelude To Obliteration,Confury
Conquering Dystopia,Tethys,Confury
Conquering Dystopia,Totalitarian Sphere,Confury
Continuum,Theorem,Xane60
Continuum ,Release From Flesh And Blood,Xane60
Contrarian ,Vaskania (The Evil Eye),LillianOfficial 
Converge,Reap What You Sow,RhythMassacre
Converge,Under Duress,RhythMassacre
Converge,Aimless Arrow,RhythMassacre
Converge ,I Won't Let You Go ,RhythMassacre
Covet ,shibuya (feat. San Holo),SoundHaven
Craig Reynolds,Shed Session: Boss Reserve [Orlando Drummer],SoundHaven
Cryptopsy,Sire Of Sin,Xane60
Cryptopsy,Fear His Displeasure,Xane60
Cryptopsy,The Wretched Living,Xane60
Cryptopsy,The Laws Of The Flesh,Xane60
Cryptopsy ,Two-Pound Torch,Xane60
Crystal Lake,Apollo,Xane60
Crystal Lake,Aeon,Xane60
Crystal Lake ,Omega,Xane60
Cynic,Humanoid (Matt Lynch Drum Playthrough) ,Onyxite
Cynic,King of Those Who Know,SoundHaven
Cynic,Adam's Murmur (Sein Reinert Drum Playthrough),TheCourtofaPorcupine
Cynic ,The Space for This,Onyxite
Cynic ,In a Multiverse Where Atoms Sing (Drum Playthrough),Onyxite
Cynic ,Mythical Serpents,Onyxite
Cynic ,Diamond Light Body,Onyxite
Cynic ,6th Dimensional Archetype,Onyxite
Cytotoxin,Redefining Zenith,SoundHaven
Cytotoxin,Radiatus Generis,SoundHaven
Cytotoxin,Sector Zero,Xane60
Cytotoxin,Antigenesis,Xane60
Cytotoxin,Gammageddon,Xane60
Cytotoxin,Survival Matrix,Xane60
Cytotoxin,Dominus,SoundHaven
Cytotoxin,Heirs Of Downfall,Xane60
Cytotoxin,Abysm Nucleus,Xane60
Cytotoxin,The Red Forest,Xane60
Cytotoxin,Frontier Of Perception,Xane60
Cytotoxin,Ionosphere,Xane60
Cytotoxin,Fallout Progeny,Xane60
Cytotoxin ,Corium Era,Xane60
Cytotoxin ,Radiophobia,Xane60
Cytotoxin ,Chaos Cascade,Xane60
Cytotoxin ,Chernopolis,SoundHaven
Cytotoxin ,Outearthed,SoundHaven
Cytotoxin ,Atomb,Xane60
Cytotoxin ,Coast Of Lies,Xane60
Cytotoxin ,Drown In Havoc,Xane60
Cytotoxin ,Lupus Aurora,Xane60
Cytotoxin ,Nuklearth,Xane60
Cytotoxin ,Quarantine Fortress,SoundHaven
Cytotoxin ,Soul Harvester,Xane60
Cytotoxin ,Uran Breath,Xane60
Dada,From the Satellite (Emmanuelle Caplette Drum Playthrough),TheCourtofaPorcupine
Dali Mraz,Reborn (Dali Mraz Drum Playthrough) ,SoundHaven
Dan Presland ,Lila [Alluvial],SoundHaven
Dan Presland ,CROWN [AMDBL],SoundHaven
Dan Presland ,Lit [AMDBL] ,SoundHaven
Dance Gavin Dance,Acceptance Speech,Boo
Dance Gavin Dance,Midnight Crusade,Hoph20
Dance Gavin Dance,Son Of Robot,SoundHaven
Dance Gavin Dance,Awkward,Boo
Dance Gavin Dance,Betrayed By The Game,Boo
Dance Gavin Dance,Blood Wolf,Boo
Dance Gavin Dance,Bloodsucker,Boo
Dance Gavin Dance,Born To Fail,Boo
Dance Gavin Dance,Calentamiento Global,Boo
Dance Gavin Dance,Carl Barker,Boo
Dance Gavin Dance,Carve,Boo
Dance Gavin Dance,Chocolate Jackalope,Boo
Dance Gavin Dance,Chucky vs. The Giant Tortoise,Boo
Dance Gavin Dance,Death Of A Strawberry,Boo
Dance Gavin Dance,Death of the Robot with Human hair,Boo
Dance Gavin Dance,Deception,Boo
Dance Gavin Dance,Demo Team,Boo
Dance Gavin Dance,Don't Tell Dave,Boo
Dance Gavin Dance,Doom & Gloom,Boo
Dance Gavin Dance,Eagle vs. Crows,Boo
Dance Gavin Dance,Evaporate,Boo
Dance Gavin Dance,Exposed,Boo
Dance Gavin Dance,Flossie Dickey Bounce,Boo
Dance Gavin Dance,Frozen One,Boo
Dance Gavin Dance,Happiness,Boo
Dance Gavin Dance,Head Hunter,Boo
Dance Gavin Dance,Here Comes The Winner,Boo
Dance Gavin Dance,Honey Revenge,Boo
Dance Gavin Dance,I'm Down With Brown Town,Boo
Dance Gavin Dance,Inspire The Liars ,Boo
Dance Gavin Dance,Into The Sunset,Boo
Dance Gavin Dance,Jesus H. Macy,Boo
Dance Gavin Dance,Legend,Boo
Dance Gavin Dance,Lost,Boo
Dance Gavin Dance,Lyrics Lie,Boo
Dance Gavin Dance,Man Of The Year,Boo
Dance Gavin Dance,NASA,Boo
Dance Gavin Dance,Night Sway,Boo
Dance Gavin Dance,Nothing Shameful,Boo
Dance Gavin Dance,On The Run,Boo
Dance Gavin Dance,One in a Million,Boo
Dance Gavin Dance,Parallels,Boo
Dance Gavin Dance,Parody Catharsis,Boo
Dance Gavin Dance,Petting Zoo Justice,Boo
Dance Gavin Dance,Philosopher King,Boo
Dance Gavin Dance,Powder to the People ,Boo
Dance Gavin Dance,Prisoner,Boo
Dance Gavin Dance,Say Hi,Boo
Dance Gavin Dance,Self-Trepanation,Boo
Dance Gavin Dance,Semi-Charmed Life ,Boo
Dance Gavin Dance,Shark Dad,Boo
Dance Gavin Dance ,Something New,Boo
Dance Gavin Dance ,"Strawberry Swisher, Pt.1 ",Boo
Dance Gavin Dance ,"Strawberry Swisher, Pt.2 ",Boo
Dance Gavin Dance ,"Strawberry Swisher, Pt.3 ",Boo
Dance Gavin Dance ,Strawberry's Wake,Boo
Dance Gavin Dance ,"Stroke God, Millionaire",Boo
Dance Gavin Dance ,Summertime Gladness,Boo
Dance Gavin Dance ,The Cuddler,Boo
Dance Gavin Dance ,The Jiggler,Boo
Dance Gavin Dance ,"The Robot with Human Hair, Pt.4",Boo
Dance Gavin Dance ,Three Wishes,Boo
Dance Gavin Dance ,Tree Village,Boo
Dance Gavin Dance ,"Turn Off the Lights - I'm Watching Back to the Future, Pt.2 ",Boo
Dance Gavin Dance ,Uneasy Hearts Weigh The Most,Boo
Dance Gavin Dance ,Variation,Boo
Dance Gavin Dance ,We Own The Night,Boo
Dance Gavin Dance ,Young Robot,Boo
Dance Gavin Dance ,Synergy,Boo
Darkest Hour,Beyond the Life You KNow,Confury
Darkest Hour,Deliver Us,Confury
Darkest Hour,Demon(s),Confury
Darkest Hour,Doomsayer (The Beginning Of the End),Confury
Darkest Hour,Savor The Kill,Confury
Darkest Hour,This is the Truth,Confury
Darkest Hour,Another Headless Rule of the Used,Confury
Darkest Hour,The Flesh and the Flowers of Death,Confury
Darkest Hour,Beneath It Sleeps ,Confury
Darkest Hour ,Timeless Numbers,Confury
Darko US ,Insects (Live Studio Performance),SoundHaven
Darko US ,Get G00d/Deth Msk,SoundHaven
Darko US ,Pale Tongue ,SoundHaven
Darko US ,Mars Attacks,SoundHaven
Darko US ,Acid Inject,SoundHaven
David Diepold,Experience Your Flesh [Benighted],SoundHaven
David Diepold,Eeyore [Slipknot],Inventor211 
David Diepold ,Arcana Hereticae [Behemoth],Inventor211
David Dockery,Curb Your Enthusiasm w/ drums,Onyxite
David Dockery,What the Waves Brought [Tigran Hamasyan],Onyxite
David Dockery,Fooling around on Yamaha Reface CS [Dorian Concept],Onyxite
David Dockery,Cube [Hauschka],Onyxite
David Dockery,Don't Stop 'Til You Get Enough [Jacob Collier],Onyxite
David Dockery,Jones' Big Ass Truck Rental and Storage w/drums,Onyxite
David Maxim Micic ,Where Is Now?,SoundHaven
Dead Letter Circus ,Next In Line,Boo
Dead World Reclamation,Spectrality,Xane60
Dead World Reclamation ,Embrace The Hive,TheCourtofAPorcupine 
Dead World Reclamation ,Plaguemaster's Legacy,TheCourtofAPorcupine 
Dealer ,Crooked,SoundHaven
Dealer ,Grotesque,SoundHaven
Death,Crystal Mountain,Xane60
Death,Spirit Crusher,Xane60
Death,Perennial Quest,Onyxite
Death Grips,Disappointed,SoundHaven
Death of the Cool,Can't Let Go,Onyxite
Deathcode Society ,The Mark Of Cain,Xane60
Deathspell Omega,Abscission,LillianOfficial
Decrepit Birth,Vortex of Infinity & Axis Muni,Xane60
Decrepit Birth,Ascendant,Xane60
Decrepit Birth ,Infecting The Crypts [Suffocation Cover],Xane60
Decrepit Birth ,The Resonance,Xane60
Deeds Of Flesh,Waters Of Space,Xane60
Deep Purple ,Space Truckin',Inventor211
Defeated Sanity,Propelled Into Sacrilege,LillianOfficial
Defeated Sanity,Verblendung,LillianOfficial
Dehumanizing Itatrain Worship,Brutal Rush,Xane60
Dehumanizing Itatrain Worship/Cheerleader Concubine ,I Will Kill You! (feat. Ng Wilson from Facelift Deformation),SoundHaven
Delta Sleep,After Dark,SoundHaven
Delta Sleep,Sultans of Ping,SoundHaven
Delta Sleep,Ghost/Single Fire,SoundHaven
Delta Sleep,Dotwork,SoundHaven
Delta Sleep,Dream Thang,SoundHaven
Depths,Apophis - Catalyst - Osiris,Xane60
Depths ,Ba-Pef,Xane60
Der Weg Einer Freiheit,Skepsis,SoundHaven
Desolate ,Hedgehog's Dilemma,SoundHaven
Despised Icon,Les Temps Changent,SoundHaven
Despised Icon,MVP,SoundHaven
Despised Icon,Sheltered Reminiscence,SoundHaven
Despised Icon,Beast,SoundHaven
Despised Icon,Eulogy,SoundHaven
Despised Icon,Fainted Blue Ornaments,Xane60
Despised Icon,Light Speed,Xane60
Despised Icon,In The Arms Of Perdition,Xane60
Despised Icon,Day Of Mourning,Xane60
Despised Icon ,Made Of Glass,Xane60
Destiny Potato,Lunatic,SoundHaven
Destiny Potato,Indifferent,SoundHaven
Destiny Potato,Addict ,Confury
Destiny Potato,U.Y.M,Moochalacho
Destiny Potato,Lost Dream,Moochalacho
Destiny Potato,Dark Side Of You,Moochalacho
Destiny Potato,Potate Rap,Moochalacho
Destrage ,Destroy Create Transform Sublimate ,Boo
Destrage ,"Hey, Stranger!",Boo
Destrage ,Purania,Boo
Destrage ,The Chosen One,Boo
Destrage ,G.O.D.,Boo
Destrage ,My Green Neighbour,Boo
Destrage ,"Hosts, Rifles & Coke",Boo
Destrage ,To Be Tolerated,Confury
Destrage ,Are You Kidding Me? No.,Boo
Destrage ,The Flight,Confury
Destrage ,Headache and Crumbs,Boo
Destrage ,Mr. Bugman,Boo
Dethklok,Laser Cannon Deth Sentence,SoundHaven
Dethklok ,The Gears,Xane60
Devangelic,Of Maggots and Disease,LillianOfficial
DevilDriver,Clouds Over California,Grinnz
Devin Townsend,Hear Me,Grinnz
Devin Townsend,Evermore,Grinnz
Devin Townsend,Stampy's Blaster,Grinnz
Devin Townsend,Gulag,Grinnz
Devin Townsend ,Genesis,Grinnz
Devin Townsend Project,Juular,SoundHaven
Devin Townsend Project,Juular (Ryan Van Poederooyen's Drumming),SoundHaven
Devon Taylor,The Funky Chunky Monkey (Live at vfJAMS),Onyxite
Diablo Swing Orchestra,Superhero Jagganath,Moochalacho
Diablo Swing Orchestra,Interruption,Moochalacho
Diablo Swing Orchestra ,The Age of Vulture Culture,Moochalacho
Diamond Construct ,Psychosis ,SoundHaven
Diamond Construct ,Generic,SoundHaven
Dimmu Borgir,A Jew Traced Through Coal,Xane60
Dimmu Borgir,The Serpentine Offering,Boo
Dimmu Borgir,Blessings Upon the Throne of Tyranny ,Grinnz
Dimmu Borgir,IndoctriNation,Grinnz
Dimmu Borgir,Hybrid Stigmata - The Apostasy,Grinnz
Dimmu Borgir,The Chosen Legacy,Grinnz
Dimmu Borgir,The Maelstrom Mephisto,Grinnz
Dirty Loops,Work Shit Out,Onyxite
Dirty Loops,Rolling In The Deep [Adele],SoundHaven
Dirty Loops,Lost In You,SoundHaven
Dirty Loops,Sayonara Love,SoundHaven
Dirty Loops,Circus [Britney Spears],SoundHaven
Dirty Loops ,Rock You ,SoundHaven
Dirty Loops ,Follow The Light (feat. Cory Wong),SoundHaven
Disentomb,The Great Abandonment,LillianOfficial
Disentomb ,Droning Monoliths,LillianOfficial
Disfiguring The Goddess,Queen Kingdom,Xane60
Disperse,Stay (Mike Malyan Drum Playthrough),SoundHaven
Divine Heresy,Redefine,Xane60
Divine Heresy,The Battle Of J. Casey,Xane60
Divine Heresy,Facebreaker,Xane60
DOMi & JD Beck,Bathroom (Nord Live Sessions),Onyxite
DOMi & JD Beck,Zildjian LIVE! Performance 2020 ,SoundHaven
DOMi & JD Beck ,Sniff (Nord Live Sessions),SoundHaven
Don Caballero,Room Temperature Suite,GanonMetroid
Don Caballero ,"In the Absence of Strong Evidence to the Contrary, One May Step Out of the Way of the Charging Bull ",GanonMetroid
DragonForce,Heroes Of Our Time,SoundHaven
DragonForce,Operation Ground and Pound,Inventor211 
DragonForce,Extraction Zone,Inventor211 
DragonForce,Astral Empire,Xane60
DragonForce,Through The Fire And Flames,Inventor211 
DragonForce,Storming The Burning Fields,Xane60
DragonForce,Land Of Shattered Dreams,Xane60
DragonForce,Highway to Oblivion ,SoundHaven
DragonForce,The Game,Xane60
DragonForce,The Flame of Youth,Inventor211 
DragonForce,Fury of the Storm,Inventor211 
DragonForce,E.P.M,Inventor211 
DragonForce,Scars of Yesterday,Inventor211 
DragonForce,Revolution Deathsquad,Inventor211 
DragonForce,Cry for Eternity,Inventor211 
DragonForce,Where Dragons Rule,Inventor211 
DragonForce,Valley of the Damned,Inventor211 
DragonForce,Cry of the Brave,Inventor211 
DragonForce,Black Winter Night,Inventor211
DragonForce ,Evil Dead (Death Cover),Xane60
DragonForce ,Body Breakdown ,Xane60
DragonForce ,Ring of Fire,Inventor211
DragonForce ,The Warrior Inside,Xane60
DragonForce ,Lost Souls In Endless Time,Xane60
DragonForce ,Inside The Winter Storm,Xane60
DragonForce ,My Spirit Will Go On,Inventor211
DragonForce ,Soldiers Of The Wasteland,Xane60
DragonForce ,Fallen World,Inventor211
DragonForce ,Midnight Madness,Xane60
DragonForce ,Holding On,Xane60
DragonForce ,Reasons To Live,Inventor211
DragonForce ,In A Skyforged Dream,Xane60
DragonForce ,The Fire Still Burns,Xane60
DragonForce ,Black Fire ,Inventor211
DragonForce ,Disciples of Babylon,Inventor211
DragonForce ,Heartbreak Armageddon,Inventor211
DragonForce ,Once in a Lifetime,Inventor211
Dream Theater,A Nightmare to Remember,Grinnz
Dream Theater,Beyond This Life,Grinnz
Dream Theater,Constant Motion,Grinnz
Dream Theater,Dance of Eternity,Grinnz
Dream Theater,Fatal Tragedy,Grinnz
Dream Theater,Finally Free,Grinnz
Dream Theater,Home,Grinnz
Dream Theater,Octavarium,Grinnz
Dream Theater,One Last Time,Grinnz
Dream Theater,Overture 1928 ,Grinnz
Dream Theater,Panic Attack,Grinnz
Dream Theater,Repentance,Grinnz
Dream Theater,Strange Deja Vu,Grinnz
Dream Theater,The Best Of Times,Grinnz
Dream Theater,The Count of Tuscany,Grinnz
Dream Theater,The Shattered Fortress,Grinnz
Dream Theater,The Spirit Carries On,Grinnz
Dream Theater,The Test That Stumped Them All,Grinnz
Dream Theater,War Inside My Head,Grinnz
Dream Theater,Ytse Jam,Grinnz
Dream Theater,6:00,Onyxite
Dream Theater,A Rite Of Passage,Onyxite
Dream Theater,Afterlife,Onyxite
Dream Theater,Another Day,Onyxite
Dream Theater,Another Won (Live),Onyxite
Dream Theater,As I Am,Onyxite
Dream Theater,Behind the Veil,Onyxite
Dream Theater,Blind Faith,Onyxite
Dream Theater,Breaking All Illusions,Onyxite
Dream Theater,Bridges in the Sky,Onyxite
Dream Theater,Caught in a Web,Onyxite
Dream Theater,Endless Sacrifice ,Onyxite
Dream Theater,Enigma Machine,Onyxite
Dream Theater,Erotomania,Onyxite
Dream Theater,Forsaken,Onyxite
Dream Theater,Hell's Kitchen,Onyxite
Dream Theater,Honor Thy Father,Onyxite
Dream Theater,I Walk Beside You,Onyxite
Dream Theater,In The Name Of God,Onyxite
Dream Theater,In The Presence Of Enemies,Onyxite
Dream Theater,Innocence Faded,Onyxite
Dream Theater,Just Let Me Breathe,Onyxite
Dream Theater,Learning to Live,Onyxite
Dream Theater,Lie,Onyxite
Dream Theater,Lifting Shadows Off a Dream,Onyxite
Dream Theater,Light Fuse and Get Away,Onyxite
Dream Theater,Lines in the Sand,Onyxite
Dream Theater,Lost Not Forgotten,Onyxite
Dream Theater,"Metropolis, Pt. 1: The Miracle and the Sleeper ",Onyxite
Dream Theater,Never Enough,Onyxite
Dream Theater,On the Backs of Angels,Onyxite
Dream Theater,Outcry,Onyxite
Dream Theater,Pale Blue Dot,Onyxite
Dream Theater,Prophets Of War,Onyxite
Dream Theater,Pull Me Under,Onyxite
Dream Theater,Raw Dog,Onyxite
Dream Theater,Sacrificed Sons,Onyxite
Dream Theater,Scarred,Onyxite
Dream Theater,Space-Dye Vest,Onyxite
Dream Theater,Status Seeker,Onyxite
Dream Theater,Stream of Conciousness,Onyxite
Dream Theater,Surrounded,Onyxite
